,tweet_text,sentiment
0,"OMG, the responses. 😆",1
1,"Most welcome,, Anu..Happy Sundayyyyy 😘 🌹❤💫",1
2,RT My nephew stans This is what he got for his 9th birthday today. He was so happy 😄 https://t.co/zfEMEcU2…,1
3,Bless your soul with this butt dance 😂😍 #mamamoo #moonbyul #twit #solarsido https://t.co/MlsnpyywkA,1
4,Excellent sign language when you watch with the volume off 😁,1
5,"RT If you love PUBG so much, listen to this song ! 😍😍😍😍😍😍😍😒 https://t.co/MSzcioZY0c",1
6,RT Knowledge tentang microsoft word. Take note tau😊😊 https://t.co/2qZ6Gvkfst,1
7,RT ✔️ Compete. ✔️ Play Hard. 😆 Have fun with your guys. #GatorsHoop https://t.co/6XjMcX929t,1
8,RT Lol she like Dad leave me alone 😆😩😍🙏💙 https://t.co/Zrd7EaYZa4,1
9,my good good sister sliding to my house 🤯😎,1
10,....😳&amp;😊.... a stupid little old white 1% eR!,1
11,RT “Linking up on a layover “🤷🏽‍♂️😜😎🍆🍑💯🔥 https://t.co/fH7QWkLWgl,1
12,"RT If u have More Than 3 Followers 😏 🤣💋 Retweet Now 💋🤨 Follow everyone who likes &amp; retweets Follow back instantly,…",1
13,RT Lovely Pinky 😎https://t.co/W0tfLuVpi4 😎 https://t.co/9pL1wajoH6,1
14,rather him not do it but if he’s gonna it’s better he’s doing it with me and not the wrong people 🙂,1
15,quite a while!! but it's hard to say because i was fiddling and playing around a lot since i didn't origi… https://t.co/hmjFs1DmjH,1
16,Trudeau is 😍,1
17,Where’d you get those sparkly sandals 😍,1
18,Good morning! 😄,1
19,Love the look of yoga pants 🙂,1
20,RT Btw your wall is EVERYTHING 😘 https://t.co/nZww0emeot,1
21,RT “Bold Adventures” is only $13.99 with free worldwide shipping! 😍 Our #watches will inspire you to be #bold while keeping…,1
22,RT taehyung nudge jungkook a little and motioned his hand up as if to carry seokjin and they did hskssj double trouble 😆 #BTSi…,1
23,RT nice to meet u 😘💕 #inpitar #innsarin #ภูผา #อินสาริน #ภูผาเพิ่ม #พ่อเพิ่ม #chulacuteboy https://t.co/NEp7HIiX5g,1
24,RT Thank you Elizabeth Seton School. 😊 https://t.co/6BjWReVWW0,1
25,RT 1 year made a difference 😌😘 https://t.co/QmZ41Xgvm8,1
26,RT Bringing this back to the time line because the violinist was cold and this lil hoe was throwing her li’ass 😭😍🙏🏼 https://…,1
27,RT Cute punjabi couple having fun in public toilet 😍😀 RT if you like it 😉 https://t.co/eGcFawiJz6,1
28,This is beautiful 😍😭,1
29,RT Sometimes I jus sit and admire the booty 😍 https://t.co/xP2XxSbpNN,1
30,Follow everyone who Likes and Retweets this 😗🍀,1
31,Nice advice 😁 Cheers! #irishcoffeeweather,1
32,RT Cute and naughty 😍 https://t.co/AORMvOXy0o,1
