,tweet_text,sentiment
0,RT Oh my your eyes are beautiful 😍,1
1,My boss dope 😊🙃 #Ciroc French Vanilla is my FAVORITE 🤤 #DrinksOnMe 🙃 https://t.co/WcflgyrtpX,1
2,RT 😍 4K Follower Giveaway 😍 Rules: -RT -Follow me -Reply your first initial and group of choice for the cards -Open WW -…,1
3,"RT Good morning NCTZENS, don’t worry, we are doing all we can to make sure you all get to watch NCT Dream this coming March 7…",1
4,I can't....😆🤦🤦I just can't.....too many jokes and too little time.... #VaginaTVSHOWNickName https://t.co/aW8bBDPbNe,1
5,RT Rt for Nicki Minaj 🤢 Like for Meghan Trainor 😍 https://t.co/HK1QRwCdqJ,1
6,RT You're welcome poooo 🤗,1
7,"God, you get more &amp; more beautiful by the second Delta! God love you!! 💜💜❤️❤️😍😘",1
8,RT dont you create more trouble dont you create more pain life is a 🎢 a roller coasters could be crazy 😜 sit and enjoy 😊 the…,1
9,RT Happy birthday to our brother Anna . Your happiness is our happiness. It is good for your good mind. long…,1
10,RT MINHO DANCING TO LOVE LIKE OXYGEN WITH SHAWOLS SINGING ALONG~~ AAHHH SO CUTTEEE 😍😍😍 https://t.co/bKzlMYqJX7,1
11,"RT if im thicc enough, i’ll buy both for halloween hehe😍🤤🖤 https://t.co/ARM8e4KaPT",1
12,RT #Thalapathy63 - Apart From Script and Screenplay..! Our Making Thalapathy's Charcter In d Flim Will be More…,1
13,RT Fat and thick Arab Cock 😍 https://t.co/n11722X8Zs,1
14,Yeah those filters are something else; they’re cute here and there until it gets to that point. Pretty photo 😊,1
15,https://t.co/S3t9R9dUO1,1
16,RT nylander and kadri tn: 😍😍😍😍😍 literally everyone else: 💀,1
17,RT #Namaste #enjoy #Relax😍LOVE😘KINDNESS😚JOY✅https://t.co/HirZXjW5F3 ✌️PEACE!✅https://t.co/X2JtsWK4PO 🥰COMPASSION😇HARMON…,1
18,RT MINHO DANCING TO LOVE LIKE OXYGEN WITH SHAWOLS SINGING ALONG~~ AAHHH SO CUTTEEE 😍😍😍 https://t.co/bKzlMYqJX7,1
19,Aahh... Ddeym... Heaven... 💜😍 #iHeartAwards #BestFanArmy #BTSARMY https://t.co/qL6bvQtH6E,1
20,RT,1
21,RT This just made my day....I’ve made it!!😮🤗 https://t.co/Zpxk8FZtR6,1
22,"Somehow i wish hyunjin would be in a drama where hes the prince of his school☺ i mean he already is, but like- you… https://t.co/bpBI5hC8wa",1
23,RT ✨ 2/16/19 update The rest of the buttons came in today! 😍💖 (side note: I’m so overwhelmed with the sheer amount of buttons…,1
24,RT I'm gaining weight just looking at all the chocolate.🍫😍 #LoveRomanceAndChocolate #HallmarkChannel,1
25,https://t.co/ICqXZWXHIW,1
26,RT So hungry all of a sudden 😍,1
27,Okurrrt. I seen you’re also wanting to die so let’s leave this world together 😊,1
28,That looks awesome!! 😍,1
29,RT 😍 | He was so good. https://t.co/eXP1fQMTHT,1
30,"Hallelujah,yes He does.😊",1
31,RT Lauren London is way too fine 🤤😍 https://t.co/ayFWg8z2Eq,1
32,RT Justin Foley 😍 https://t.co/tGUJoa3Jpz,1
33,"RT NPOY NUMBERS, again 🎯👿🚨💪😎 💪 32 points 💪 12-16 FG 💪 6 boards 💪 4 steals 💪 +25 +/- (29 minutes) https://t.co/WIZZqgs4…",1
34,https://t.co/AWO2XdTirz,1
35,When I first heard about the Jussie story I thought OMG how sick. Then I heard about the video with the Subway sand… https://t.co/2GJp7zDJkq,1
36,"So excited having a date night out with my love, going to the Art Laboe Super Love Jam tonight 😍 https://t.co/GYm41M9Ofl",1
37,True 😍😍,1
38,RT So sweaty after this jumping😁 https://t.co/dPvbtgzSsL,1
39,RT Guess whose filming with tomorrow🤤 I’m also taking his bottom virginity🥰😘 https://t.co/NW0ciaAssM,1
40,RT karina with her mom and dad. 🤗 https://t.co/n35nkz3RO1,1
41,RT This blind horse can feel the snow and he's enjoying it 😍😍 📹ig: endotheblind.morgan https://t.co/0hm6zkQfy4,1
42,cutie babe😊😘 https://t.co/7mHJW3Ax98,1
43,RT I'd take them all😍💕 https://t.co/7v9ChR6Tou,1
44,RT No bad angles 😎 see you all tomorrow at the mall meet and greets! Trinoma (3PM) and Moa Music Hall (5PM) #ParkHy…,1
45,wow im really all over eva's tweets😍🤩what an icon i am,1
46,Love this soundtrack and film 👌😁 https://t.co/pGb6WETpRQ,1
47,"Hey, we made it to the weekend!! Hanging out in BlackOps 4 lobbies today. Come join me! Live-streaming now.... but… https://t.co/LvHENduy0G",1
48,RT 30k! 😍 Today really is a very special and great day! I’m sooo happy! Thank you so much my lovely team for your support and l…,1
49,"RT Sana all may magsasabing ""I will love you the way God want you to be loved"" ❤️😍 #MMKMoiraAndJason",1
50,maAaaaam these bitches can have it all 😭😘♥️ also pls find 1/3 singing love4eva,1
51,😆 they had some creative dunks,1
52,Y’all 😭😭😍😍😩 https://t.co/qOX7vu0dkQ,1
53,RT 📊TOP50 Most streamed artists in Soribada Music Charts. #EXO is most streamed artist with 55M+ overall stream🎉,1
54,She was there to help treason45 ingratiate himself with the African-American communit… https://t.co/2CaDPkRbba,1
55,RT It's #LivePD time again 😁,1
56,Oh... alriiiight.... but only for a few hours 🤗😝😋🥰,1
57,RT #Corbyn fanatics have spent 3 years telling moderate Labour MPs to fuck off. Well it now seems they are going to leave - and wit…,1
58,Lovely. ....... 🍸🌹🌹🍸🌹🌹🍸 🌹🌹🌹🌹🌹🌹🌹 🌹🌹🌹🌹🌹🌹🌹 🍸🌹🌹🌹🌹🌹🍸 🍸🍸🌹🌹🌹🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🎁😊❤☺🎁🍸,1
59,"RT It's you, it's always youuu 😍 https://t.co/MzvUKHeX5C",1
60,RT Dear Tweeps i follow back😎 Retweet fast to get followed Follow me fast to gain more😘 Follow back everyone fast😜😜 Turn…,1
61,Great news-you are the best 🙏🏼😘👍,1
62,fashion queen 😍 https://t.co/2AbVjRdiXC,1
63,So precious 😍 https://t.co/ImOKpXCMka,1
64,Oh STOP. 😊,1
65,RT This is wonderful. update.. Neo has landed safely from China 😍He's on his way to us ! Neo has been rescued…,1
66,RT Incredible Zooming 😍 https://t.co/AKat076RxI,1
67,"RT Since our heroine is a big star in Kannada films, #LKG will have a big release in Karnataka on Feb 22nd😍Release…",1
68,RT This scene never fails to give us a boner. Huge Melons 😍 https://t.co/TyV7BzitpC,1
69,And reminded u Bon voyage 3 in Malta : in starting RM thought destination was Barcelona 😉🙏💜🇫🇷 Ps french Army living in Sitges 😘,1
70,"RT Yoongi said he wants to eat his hyung's dishes when he get back to Korea, he said his hyung is good at cooking and now he'…",1
71,RT This just made my day....I’ve made it!!😮🤗 https://t.co/Zpxk8FZtR6,1
72,RT 🔞 Nudes Thread! 🔞 😋 Reply with your best nude picture 😋 All body types appreciation 😊 https://t.co/9GQTBohB8K,1
73,RT 2009 v 2019 Same Old Story 😍😍 https://t.co/lN9PqClagJ,1
74,Beautiful ladies 😍😍😍,1
