,tweet_text,sentiment
0,Strawberry + Nutella! 😍😍😍 https://t.co/tubcW58wqG,1
1,🍁🎙Coming up next I hope is x… https://t.co/BJ3rynDTkz,1
2,RT Another collaboration awaits! Later on #DanielOnAsapStage 😉😊,1
3,RT Bringing this back to the time line because the violinist was cold and this lil hoe was throwing her li’ass 😭😍🙏🏼 https://…,1
4,“ I don’t swallow plan b I just swallow the nut” words to live by tbh 👏🏾😊,1
5,RT 😍😍😍😍😍😍😍 LOVE the blue 🔥🔥🔥 Always one of our favorites! #LivePD #LivePDNation #PDCam #LarkinsGang…,1
6,RT Thanks for your lovely comment 😊 It’s called ‘book folding’ &amp; you can buy patterns through Etsy. I discovered…,1
7,Really need a night out in Birmingham. 🙂,1
8,thankyou salwa❤😆😝,1
9,RT Good memories 😊🤣🥳 #jhope in #GRAMMYs https://t.co/rifQLjM2cP,1
10,RT Bringing this back to the time line because the violinist was cold and this lil hoe was throwing her li’ass 😭😍🙏🏼 https://…,1
11,RT 🐱: everyone~ please wait well until the next vlive! I’m going to go wash up and sleep for tomorrow’s show. ahnyeeoong (bye)!…,1
12,Family sing along time 🤗,1
13,The curry boys 😍,1
14,how could I forget about my favorite commercial ...😁 https://t.co/SNJJPLwpTo,1
15,"RT สำหรับคนที่รัก เอ็นดู และพร้อมสนับสนุน ""ไล ควานลิน"" 😎Worldwide Giveaway for Kuanlin's Celebrating C-Drama today""😎 (FL+RT)…",1
16,RT Thank you Open Border Maniacs...👍🏻😎Tanzanian Refugees Charged In Idaho Gang Rape https://t.co/2EIK5aBG9l,1
17,RT How did I not tweet these fab valentine’s gifts from my #wishlist 😍🥰 oozing with Steve style 😘 https://t.co/0j773krE4d,1
18,RT What a team! 😍🇾🇪🔥 #mufc https://t.co/6EbASOvEVx,1
19,RT RT come get me 👅 me lol 😍 to night 👅🙏 my pussy is tasty reality 😍 RT if you want to my fhone Number 👅😍😻😻 https://t.co/NO7…,1
20,RT Happy birthday Challenging Star Sir Wishes From Anna Fans Waiting For Yajamana😘😘 #HappyBir…,1
21,RT Stray kitten becomes a man's best friend 🙂 https://t.co/SMjKzwIc8S,1
22,RT goodmorning 😍😍 https://t.co/Flq2pwqzRh,1
23,Aww thank you so muchhh😚😚,1
24,Nice advice 😁 Cheers! #irishcoffeeweather,1
