,tweet_text,sentiment
0,The final one 😆,1
1,"RT So since this happened, those that happened just minutes before are not delusions. 😊😌 https://t.co/iBoiqPMFdP",1
2,RT Avoid eating too much of the following when you have acne: White rice White bread White potato These cause a sudden…,1
3,u look so good 😍 ur rly wildin 🤪,1
4,"RT Ive been playing all day today, it is one of the most fun co op games in my recent memory... congrats to the…",1
5,his skin looks so smooth and even his body hair looks soft he has clearly evolved from 3-1s. you heard it here firs… https://t.co/lrlY6OELpO,1
6,RT For anyone interested in what colour our bikes will be this year keep an eye out for this today. 1:00pm local time. If you’re…,1
7,"RT i know i’m a handful, that’s why you have two hands 🤗 https://t.co/2A8PG4MKCK",1
8,😍🥰 stopppp i can’t https://t.co/AXGv5agat2,1
9,RT #🇱️🇮️🇻️🇪️🇴️🇳️🇨️🇦️🇲️ 💥 👉 https://t.co/oDKrLGmWrk 👉 https://t.co/2xI9ewRvMZ #SCG 🔥 #myfreecams 😊 Horny 🔥…,1
10,RT KH3 trio heart charms having fun at disney parks 😊✨ https://t.co/4xCO4VIYVK,1
11,😍😍😍😍😍 Life should be colorful don't make it black and white.......... 😍😍😍😍😍 https://t.co/SPYhVp1b7R,1
12,"RT Morning, it’s D-Day!! Don’t forget to come and collect yours 😘 #รอยยิ้มของชูครีม #PerthTanapon #PerthSaintSation #LBC…",1
13,"Hai,mom...❤❤😘😘 https://t.co/TvW8PUDLeK",1
14,Lol!! Don’t forget the invite now 😁😋 https://t.co/TI2CF78V4B,1
15,RT 😊 I know you're happy when you don't need people's validation and approval behind those smiles and eye sparks. You've waited fo…,1
16,RT Cheesy recipes 🧀😍 https://t.co/zZDYphhYLT,1
17,https://t.co/CTWADTsh1W,1
18,"Hehe don’t worry, I think you look amazing. I just thought it looked strange. But tha… https://t.co/zCaVBCpP85",1
19,RT Hope you’re all having a good weekend😘❤️ https://t.co/YonQQEqFjR,1
20,RT When he was the compere and I was playing the keyboard at a college fest one decade ago.. Little did we know 😃,1
21,"RT I'll quote Emerson here: The ancients have stolen my ideas! 😁😁😁😁 they've not only said it briefly,…",1
22,Back atcha. 😘,1
23,Gotcha Kevin. Thanks cool dude! Appreciate FB. 🌴😎🌴 https://t.co/cx0LmsZT8P,1
24,RT,1
25,RT If we aren't like this in 50 years I don't want you 😂😍 https://t.co/ADiwYSiQAz,1
26,Thank you ya!! You are the best!! 😘😘 https://t.co/oQKOPZX4RO,1
27,awww tysm i can’t believe it at times too 😆♥️,1
