,tweet_text,sentiment
0,RT MINHO DANCING TO LOVE LIKE OXYGEN WITH SHAWOLS SINGING ALONG~~ AAHHH SO CUTTEEE 😍😍😍 https://t.co/bKzlMYqJX7,1
1,RT and she didn’t add “ana” to each word 😍👏🏾👏🏾👏🏾 https://t.co/b1l0v5FrMp,1
2,When your highlight &amp; eyeshadow are popping in the shower Details coming later 😘💕,1
3,RT 🌸Thank you Bettina💖Be happy🌸🍃❄️😘🌸🍃💖🍃🌸🍃❄️💕🌸 ❄️🍃A big hug❄️🌸🍃💖❄️🌸💖🌸💕❄️🍃🌸❄️💖❄️🌸🍃 https://t.co/VjMFEpiFB4,1
4,"RT NPOY NUMBERS, again 🎯👿🚨💪😎 💪 32 points 💪 12-16 FG 💪 6 boards 💪 4 steals 💪 +25 +/- (29 minutes) https://t.co/WIZZqgs4…",1
5,"Cooking dinner tonight 😁🤗🍷 #homechef #saturdaynight (@ Ralphs in San Diego, CA) https://t.co/2IDjCZ2oBK https://t.co/NTjfj5Oo1y",1
6,"I’m about to watch a Nicholas Sparks movie, you already know all my feels are gonna come out😍😫🤤",1
7,RT Enjoying some good Rupp Ice Cream😊 https://t.co/rUr5OjyOH4,1
8,Awwww this is the beautiful surprise ever!!! 😍😍😍 I'm feeling more loved if this ever happened to me!! https://t.co/wVkUg3VD5t,1
9,RT Good boy 😀🙂 https://t.co/GGfPMeuEQj,1
10,"We’ll miss your feisty character, hope to still see you on tv 😀😘",1
11,RT OMG ITS SO LOUD! THIS IS GFRIEND FOR YOU AND THEYRE WELL KNOWN IN KOREA SO I DONT WANNA HEAR YALL SAYING GFRIEND ISNT POPU…,1
12,"RT Start this clip at :18 seconds, it’s all you need 🤗 https://t.co/aBhHqQH054",1
13,Sure looks good on TV though 😃 https://t.co/ok0sIRg5CX,1
14,#UAAPSeason81 Football: National U vs Adamson first half is done 😍 Go AdU Rookie ❤️,1
15,Anuel AA &amp; Karol G give me life😍💃🏽♥️😎 https://t.co/qCvlioOecN,1
16,RT I'm gaining weight just looking at all the chocolate.🍫😍 #LoveRomanceAndChocolate #HallmarkChannel,1
17,RT Comment IFB and Follow All The Comments! 😀Follow Me for Fast FB! 😁👍,1
18,You cute 😍🥰😘,1
19,RT She’s so freaking gorgeous!! 😍😍 https://t.co/AbBzgWRLiN,1
20,RT but she cute asf without makeup 😍🥵free JT https://t.co/gAzQ12mIcP,1
21,thank you!!!!! 😙,1
22,"I need to snatch one up, too. 😍😍😍",1
23,Lmfaooo Thank you! 🙏🏾😁,1
24,Wish I was as pretty as Jaz 😍🤩 https://t.co/VtuC4ir6MC,1
25,RT MINHO DANCING TO LOVE LIKE OXYGEN WITH SHAWOLS SINGING ALONG~~ AAHHH SO CUTTEEE 😍😍😍 https://t.co/bKzlMYqJX7,1
26,RT Oh my your eyes are beautiful 😍,1
27,RT I'm gaining weight just looking at all the chocolate.🍫😍 #LoveRomanceAndChocolate #HallmarkChannel,1
28,https://t.co/ICqXZWXHIW,1
29,RT So hungry all of a sudden 😍,1
30,Okurrrt. I seen you’re also wanting to die so let’s leave this world together 😊,1
31,That looks awesome!! 😍,1
32,RT 😍 | He was so good. https://t.co/eXP1fQMTHT,1
33,"Hallelujah,yes He does.😊",1
34,RT Lauren London is way too fine 🤤😍 https://t.co/ayFWg8z2Eq,1
35,RT Justin Foley 😍 https://t.co/tGUJoa3Jpz,1
36,"RT NPOY NUMBERS, again 🎯👿🚨💪😎 💪 32 points 💪 12-16 FG 💪 6 boards 💪 4 steals 💪 +25 +/- (29 minutes) https://t.co/WIZZqgs4…",1
37,https://t.co/AWO2XdTirz,1
38,When I first heard about the Jussie story I thought OMG how sick. Then I heard about the video with the Subway sand… https://t.co/2GJp7zDJkq,1
39,"So excited having a date night out with my love, going to the Art Laboe Super Love Jam tonight 😍 https://t.co/GYm41M9Ofl",1
40,True 😍😍,1
41,RT So sweaty after this jumping😁 https://t.co/dPvbtgzSsL,1
42,RT Guess whose filming with tomorrow🤤 I’m also taking his bottom virginity🥰😘 https://t.co/NW0ciaAssM,1
43,RT karina with her mom and dad. 🤗 https://t.co/n35nkz3RO1,1
44,RT This blind horse can feel the snow and he's enjoying it 😍😍 📹ig: endotheblind.morgan https://t.co/0hm6zkQfy4,1
45,cutie babe😊😘 https://t.co/7mHJW3Ax98,1
46,RT I'd take them all😍💕 https://t.co/7v9ChR6Tou,1
47,RT No bad angles 😎 see you all tomorrow at the mall meet and greets! Trinoma (3PM) and Moa Music Hall (5PM) #ParkHy…,1
48,wow im really all over eva's tweets😍🤩what an icon i am,1
49,Love this soundtrack and film 👌😁 https://t.co/pGb6WETpRQ,1
50,"Hey, we made it to the weekend!! Hanging out in BlackOps 4 lobbies today. Come join me! Live-streaming now.... but… https://t.co/LvHENduy0G",1
51,RT 30k! 😍 Today really is a very special and great day! I’m sooo happy! Thank you so much my lovely team for your support and l…,1
52,Aahh... Ddeym... Heaven... 💜😍 #iHeartAwards #BestFanArmy #BTSARMY https://t.co/qL6bvQtH6E,1
53,RT,1
54,RT This just made my day....I’ve made it!!😮🤗 https://t.co/Zpxk8FZtR6,1
55,"Somehow i wish hyunjin would be in a drama where hes the prince of his school☺ i mean he already is, but like- you… https://t.co/bpBI5hC8wa",1
56,RT ✨ 2/16/19 update The rest of the buttons came in today! 😍💖 (side note: I’m so overwhelmed with the sheer amount of buttons…,1
57,RT 📊TOP50 Most streamed artists in Soribada Music Charts. #EXO is most streamed artist with 55M+ overall stream🎉,1
58,She was there to help treason45 ingratiate himself with the African-American communit… https://t.co/2CaDPkRbba,1
59,RT It's #LivePD time again 😁,1
60,Oh... alriiiight.... but only for a few hours 🤗😝😋🥰,1
61,RT #Corbyn fanatics have spent 3 years telling moderate Labour MPs to fuck off. Well it now seems they are going to leave - and wit…,1
62,Lovely. ....... 🍸🌹🌹🍸🌹🌹🍸 🌹🌹🌹🌹🌹🌹🌹 🌹🌹🌹🌹🌹🌹🌹 🍸🌹🌹🌹🌹🌹🍸 🍸🍸🌹🌹🌹🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🎁😊❤☺🎁🍸,1
63,"RT It's you, it's always youuu 😍 https://t.co/MzvUKHeX5C",1
64,RT Dear Tweeps i follow back😎 Retweet fast to get followed Follow me fast to gain more😘 Follow back everyone fast😜😜 Turn…,1
65,Great news-you are the best 🙏🏼😘👍,1
66,fashion queen 😍 https://t.co/2AbVjRdiXC,1
67,So precious 😍 https://t.co/ImOKpXCMka,1
68,Oh STOP. 😊,1
69,RT This is wonderful. update.. Neo has landed safely from China 😍He's on his way to us ! Neo has been rescued…,1
70,RT Incredible Zooming 😍 https://t.co/AKat076RxI,1
71,"RT Since our heroine is a big star in Kannada films, #LKG will have a big release in Karnataka on Feb 22nd😍Release…",1
72,RT This scene never fails to give us a boner. Huge Melons 😍 https://t.co/TyV7BzitpC,1
73,And reminded u Bon voyage 3 in Malta : in starting RM thought destination was Barcelona 😉🙏💜🇫🇷 Ps french Army living in Sitges 😘,1
74,"RT Sana all may magsasabing ""I will love you the way God want you to be loved"" ❤️😍 #MMKMoiraAndJason",1
75,maAaaaam these bitches can have it all 😭😘♥️ also pls find 1/3 singing love4eva,1
76,😆 they had some creative dunks,1
77,Y’all 😭😭😍😍😩 https://t.co/qOX7vu0dkQ,1
78,Beautiful ladies 😍😍😍,1
79,RT Shoutout to my splash bro on recording a TRIPLE DOUBLE on senior night💯😎 https://t.co/OYyCweaIVa,1
80,really wanna get more ear piercings to distract people from my face 😚,1
81,RT I cannot love this enough!!! Great day🙌🏽💗😘 https://t.co/Tbh0WiTvFU,1
82,"(A belated) thank you, Wish I’d seen this seen this day of, but it’s welcomed just the s… https://t.co/gNj3X50m6F",1
83,"RT everyday may not be a good day, but there is good in every day. cheer up. 😊",1
84,RT TaeTae won as the Most Handsome Korean Actors 2018.👏👏👏 Congratulations Baby Bub😍😍😍 #BTS #V #BTSV #방탄소년단뷔 #방탄소년단…,1
85,"Check it out, a couple more screen shots of my game was just released 😄 #ritmogame #indiegame #IndieGameDev https://t.co/4Lpy7aFaaZ",1
86,RT We dropping our pictures tomorrow. They so Beautiful 🔥😍🏝,1
87,RT This blind horse can feel the snow and he's enjoying it 😍😍 📹ig: endotheblind.morgan https://t.co/0hm6zkQfy4,1
88,"RT If you’d like to see me play, tease you or get pounded buy my vids 😊💞 #porn #tease #flash #tits #loli #brat #kinky http…",1
89,RT Happy #Caturday! 😍🥰 (GA 15x01) #GreysAnatomy https://t.co/dqGR2s9wPh,1
90,RT Let's play the retweet game🍌😼🤗 Retweet before I delete! Some of you will get a treat!🍌😼 https://t.co/bEZOKYCBT7,1
91,If u wanna get me something for my birthday some Nike sneakers would be great 🤗,1
92,RT we all got that 1 person that makes us feel like: 💕👀😍😤🥺😭🤔😈🗣😛👿😡🥶🤐🥴😑🤥🤷🏻‍♂️🙃🥵🤬😧💀,1
93,RT I love it whenever I see that genuine happiness of you 😍 https://t.co/lzRUtjKiTd,1
94,RT Another collaboration awaits! Later on #DanielOnAsapStage 😉😊,1
95,RT These brothers were so happy to meet up again after being separated😃 https://t.co/9Tsl67twe9,1
96,"RT I am seriously loving all of pink ensembles in this film, but this coat has to be my favorite 😍 Som…",1
97,RT Yas “ you’re the OG” we can relax now! Queen is back😍,1
98,"Wonderful night out with the work crew, starting in The Last Post, heading to Istanbul and then finishing in the Sl… https://t.co/08P6BLUd4z",1
99,If I die while on the job it will be on the news.😆,1
100,"RT NPOY NUMBERS, again 🎯👿🚨💪😎 💪 32 points 💪 12-16 FG 💪 6 boards 💪 4 steals 💪 +25 +/- (29 minutes) https://t.co/WIZZqgs4…",1
101,Follow us😍😍🎮🎮 . . . #pubg #pubgmobile #pubgindia #pubgmobileindia #pubgmemes #pubgps4 #pubgxbox #gamergirl #gamer… https://t.co/gpcholAkqP,1
102,RT All #SKians situations rit now.. Waiting for Birthday 😍♥️ and #MrLocalTeaser 🤗 #HBDPrinceSK 🥰🥰🎉,1
103,"RT Yoongi said he wants to eat his hyung's dishes when he get back to Korea, he said his hyung is good at cooking and now he'…",1
104,RT This just made my day....I’ve made it!!😮🤗 https://t.co/Zpxk8FZtR6,1
105,RT 🔞 Nudes Thread! 🔞 😋 Reply with your best nude picture 😋 All body types appreciation 😊 https://t.co/9GQTBohB8K,1
106,RT 2009 v 2019 Same Old Story 😍😍 https://t.co/lN9PqClagJ,1
107,RT If we aren't like this in 50 years I don't want you 😂😍 https://t.co/ADiwYSiQAz,1
108,RT Catch today on ASAP! 😎✌🏼 #DanielOnASAPStage,1
109,WE LOVE ART! New piece at home by my fiancé! Going to make him do another for my office 😍😍😍 https://t.co/mHJpLKY1fR,1
110,RT xoxo😘 https://t.co/eDzlL9cGdU,1
111,RT My first buff-tailed #bumblebee queen of the year but she was struggling so gave her some sugar water. She seemed to appr…,1
112,RT This is one of the Nayeon gifs that will make you fall for her 😳😍 https://t.co/bOdZWuAbSz,1
113,RT ME AGAIN .... *** REMEMBER *** I AM GOING TO K E E P TW 'I N G !!! 💦 BCZ I WANT SUNGMIN &amp; KANGIN…,1
0,RT Damn Herb &amp; Ari Going At It On IG 😬 https://t.co/Gsj5YnmRw1,0
1,😬😬😬😬 that shit is phat lmao,0
2,RT Now I see why Evan from Turnpike gotta drankin problem 😬 https://t.co/ZvpFJsbD6x,0
3,"My cousin definitely needs to propose to his girl , I refuse to lose her as a cousin 😩😩 what she told me she doing for this nigga birthday",0
4,Didn’t help his shooting there 😬,0
5,"As funny as this is, we all know he would totally do this!!! 😳🤣🤣🤣🤣🤣 https://t.co/p6O9o5bGhk",0
6,it’s horrible 😳,0
7,"""Read this to me and I'll come back to you"" 😞😞",0
8,I just realised I have a mega crush on someone that's the same age as my mother😳 Damnit Mariska Hargitay!,0
9,RT I just met Usher... he wanted a to take a picture and I said “I’m a Virgo.. my pride won’t let me” 😩😩 What’s wrong with m…,0
10,"RT Skype session with Daddy: “5 fingers in your hole, bitch.” “But Daddy, that’s my whole hand.” 😳 https://t.co/DGvtDiSK0v",0
11,How do you know😩,0
12,They were all a little rusty 😬😬,0
13,the only good dub voice in bnha is todoroki’s but i’m too much of a pussy to watch it sub😳👉👈,0
14,"RT ""NO HE DIDN'T!"" hit the half-court bomb to defeat Trae Young and win the #TacoBellSkills challenge! 😱 https://t.c…",0
15,"I have settled with her, she apparently tak beli pon my ticket sbb prob time nak bayar, and she already… https://t.co/dSSJLqogsO",0
16,i’m doing what needs to be done😤,0
17,Joe Harris getting the dub 😤,0
18,"RT So many things are happening, and my head is about to explode 😏🙌😩🙃😭🙌😊🤓😎💃🏻😱🦙",0
19,. i just wanna go out to eat 😩 i never went out to eat alone but its always a first time for everything,0
20,"RT Omarion’s son Megaa is busting it down &amp; Omarion joins in. Bruh, I can’t take it 😩 https://t.co/S5z9mxwoUN",0
21,"RT Omarion’s son Megaa is busting it down &amp; Omarion joins in. Bruh, I can’t take it 😩 https://t.co/S5z9mxwoUN",0
22,"RT ""NO HE DIDN'T!"" hit the half-court bomb to defeat Trae Young and win the #TacoBellSkills challenge! 😱 https://t.c…",0
23,"RT TABLO: She said, “DUDE, THEY TOTALLY KICKED ME OUT!!!” 😂😂😂 I miss EPIKHIGH and Haru omg!😩 Damn! That girl can grow!!! And the…",0
24,RT Damn Herb &amp; Ari Going At It On IG 😬 https://t.co/Gsj5YnmRw1,0
25,Noooo 😬 pardons. Start impeachment process first. I want all those phony old coots with neck braces cozying… https://t.co/PC0fwPYwcp,0
26,I need friends 😩,0
27,Another day spent w the amazing 😏 We came at the same time &amp; he came sooo much 💦💦😩 #bbw #sex… https://t.co/ZkdztnRluq,0
28,RT Goddd I missed the live because I was at a Debut 😢😢 https://t.co/r624AHKbOk,0
29,"RT I LOOOOOOVEEE physical affection. 😩 Like cuddling, holding hands, having my hair played with, hold my leg while you drive, al…",0
