,tweet_text,sentiment
0,RT The #WalkingDead comic parallels this season are stunning! (this was fun to re-create 😎) https://t.co/4jO2w8v16W,1
1,Blue crew comin’ at ya on the desk tonight! Hope you’ll spend some of your Saturday night with us!! 😁 https://t.co/s8PVxBMEU5,1
2,RT HEY! My scoliosis is getting worse. The curvature has progressed from 45° to 78° now. I was adviced to wear a brace &amp; un…,1
3,RT 😎Super Cool 😎 💦💦💦💦💦💦 Nature never ceases to amaze me https://t.co/pRAZbwetbe,1
4,"RT “when I say match my fly, this what I mean🤪😏👀💯❤️😘” https://t.co/YQgxNjionk",1
5,"Chilling after work with a drink, can't go for wrong 😎",1
6,RT 😍❣️🔥 Hot studs © Hard Brit Lads! 💦💦 https://t.co/kicLR72PAt,1
7,"I love all owls. They're so mysterious and cute! I saw one in the wild once, sitting peacefully on a tr… https://t.co/oVIXmcPVuX",1
8,RT Very happy to be sitting together 😘😘😘 #2wish #คนของแปลน #MeanPhiravic cr:logo https://t.co/kBkKZr…,1
9,RT 😍😍😍😍😍😍😍 LOVE the blue 🔥🔥🔥 Always one of our favorites! #LivePD #LivePDNation #PDCam #LarkinsGang…,1
10,RT Let's Celebrate this #HugDay with the amazing duets in 'Rhythm Of Love - Love Duets 🤗💕,1
11,"RT Hello Twitter, I am a ShoeMaker who makes incredibly nice quality shoes at affordable prices. Pls Rt for me. My custom…",1
12,goodmorning my precious universe 😚😚❤❤❤ Have a blessed sunday my love😊😊❤❤ i miss you more than you k… https://t.co/hY9zMeRdXK,1
13,RT Oh my actual days. 👀😍 https://t.co/40xuVUUqLO,1
14,The realest ppl I know. I can always count on these kids 😘 https://t.co/DYTOY8bwsd,1
15,myself 🤩😍,1
16,New Music-Nigga What-Produced by Ken Marshall aka Banjo Boy 😎 😎 Dancers ogleloo Reposted from - New… https://t.co/uVgEmcbeKm,1
17,"I see it, I like it, I want it, I got it 🔥😎 https://t.co/Pzr1PfyugK",1
18,RT he was away for solat jumaat and I was sleeping and when he finished his solat he send this... this is just beautiful :') b…,1
19,Just checked them out and they're amazing super nice..They we… https://t.co/Wxct1wur1m,1
20,‘Now I want you to take a look at all of the Press men before you. You will notice not ONE of them are black. ‘. (@… https://t.co/9WjShxriTy,1
21,All the good boys go to heaven but the bad boys bring heaven to you. 😘💋,1
22,Nice advice 😁 Cheers! #irishcoffeeweather,1
23,RT Cute and naughty 😍 https://t.co/AORMvOXy0o,1
24,Tired and my child soo happy to see me 😍😍😍😬,1
25,RT The sky can be so photogenic 😍 https://t.co/AXWggmWXDF,1
26,"RT Happy 4th! 😋😘 Thank you for literally everything. From being my fan, supporter, (and at the same time, my basher 😂😂) my…",1
27,RT girllll😍😍😍,1
28,RT Surprise! Surprise Huge One😎😎 #MrLocalTeaser 🎉🎉 #HBDPrinceSK 👌👌 https://t.co/EXH1l5E57l,1
29,#NBAAllStar Ihate the things you really LOVE 😍😌🏀 https://t.co/1riw03xSUK,1
30,It was cute 😊Kermit is awesome. One of my all time favorites.,1
31,RT,1
32,RT white chocolate is UNREAL why did they get rid of all of these😫😍 https://t.co/jLONpZHFiP,1
33,Cool hat 👌🏻😎,1
34,DUDE my brother told me the same thing😆😆,1
35,my gorl 😎,1
36,RT And when it come to emotions i play camouflage 😎 https://t.co/ymL2iq1ckL,1
